name,location,city,state,country,creators_rec,notes,address,rating,user_ratings_total,google_maps_link,lat,lng,opening_hours,type,google_place_id,type2
Gasoline Alley Coffee,"325 Lafayette St, New York, NY 10012",New York,New York,United States of America,,Interesting alley coffee shop with great coffee and space for reading and taking in the sights of NYC.,"325 Lafayette St, New York, NY 10012, USA",4.6,559.0,https://maps.google.com/?cid=3435034110403133213,40.7255018,-73.99477739999999,"Monday: 7:00 AM - 7:00 PM
Tuesday: 7:00 AM - 7:00 PM
Wednesday: 7:00 AM - 7:00 PM
Thursday: 7:00 AM - 7:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 8:00 AM - 7:00 PM",cafe,ChIJu0pLiI9ZwokRHb_t5VKxqy8,coffee
Joe’s Pizza,"7 Carmine St, New York, NY 10014",New York,New York,United States of America,,A classic representation of a New York slice: cheap and delicious pizza (since the 70s).,"7 Carmine St, New York, NY 10014, USA",4.5,10221.0,https://maps.google.com/?cid=4877966330195296067,40.7306597,-74.0021707,"Monday: 10:00 AM - 3:00 AM
Tuesday: 10:00 AM - 3:00 AM
Wednesday: 10:00 AM - 3:00 AM
Thursday: 10:00 AM - 3:00 AM
Friday: 10:00 AM - 4:00 AM
Saturday: 10:00 AM - 4:00 AM
Sunday: 10:00 AM - 3:00 AM",establishment,ChIJ8Q2WSpJZwokRQz-bYYgEskM,food
Brooklyn Suya,"717 Franklin Ave, Brooklyn, NY 11238",New York,New York,United States of America,,A West African spot that offers an explosion of flavors in their bowls. Everything was fresh and really tasty.,"717 Franklin Ave, Brooklyn, NY 11238, USA",4.6,500.0,https://maps.google.com/?cid=3689933022241273026,40.6739832,-73.9566476,"Monday: 11:30 AM - 10:00 PM
Tuesday: 11:30 AM - 10:00 PM
Wednesday: 11:30 AM - 10:00 PM
Thursday: 11:30 AM - 10:00 PM
Friday: 11:30 AM - 10:00 PM
Saturday: 11:30 AM - 10:00 PM
Sunday: 11:30 AM - 10:00 PM",establishment,ChIJLauqb4B8wokRwrSsm4hGNTM,food
Sushi by M,"300 E 5th St, New York, NY 10003",New York,New York,United States of America,,On the more affordable side of omakase spots. Very tasty sushi with some interesting explorations of flavors as you go through the pieces.,"300 E 5th St, New York, NY 10003, USA",4.5,947.0,https://maps.google.com/?cid=17385990898147491039,40.72660260000001,-73.98881089999999,"Monday: 1:00 - 3:00 PM, 5:00 - 10:00 PM
Tuesday: 1:00 - 3:00 PM, 5:00 - 10:00 PM
Wednesday: 1:00 - 3:00 PM, 5:00 - 10:00 PM
Thursday: 1:00 - 3:00 PM, 5:00 - 10:00 PM
Friday: 12:00 - 3:00 PM, 5:00 - 11:00 PM
Saturday: 12:00 - 3:00 PM, 5:00 - 11:00 PM
Sunday: 1:00 - 3:00 PM, 5:00 - 11:00 PM",establishment,ChIJk2lnfqxZwokR33xBYJtyR_E,food
Sunday C&C Eatery,"348 Bowery, New York, NY 10012",New York,New York,United States of America,,Hidden vegan spot in a tiny tiny food court: great plates with cool combinations of flavors. I recommend the cachapa: an arepa recipe with mozzarella and ssamjang.,"189 Wilson Ave, Brooklyn, NY 11237, USA",4.9,172.0,https://maps.google.com/?cid=10175622570890873884,40.69950190000001,-73.923208,"Monday: Closed
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",bakery,ChIJH_Kr6DBZwokRHMxlwtASN40,food
Suki (Katsu Katsu),"100 Pearl St, New York, NY 10004",New York,New York,United States of America,,"Michelin-starred but affordable Japanese curry: super fresh, super tasty. The chicken curry is my go to.","100 Pearl St, New York, NY 10004, USA",4.0,19.0,https://maps.google.com/?cid=7706991762168517526,40.7042542,-74.0097092,,establishment,ChIJ_5tat_RbwokRlpPqniy89Go,food
Letterform Archive,"2325 3rd St Floor 4R, San Francisco, CA 94107",San Francisco,California,United States of America,,A history of letters and their role in activism and politics in a tiny spot in San Francisco's Dogpatch. Interesting exhibits that expanded my idea of what papers and posters can achieve.,"2325 3rd St Floor 4R, San Francisco, CA 94107, USA",4.1,32.0,https://maps.google.com/?cid=9390220658440840425,37.7601343,-122.3882609,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 1:00 - 8:00 PM
Friday: 11:00 AM - 6:00 PM
Saturday: 11:00 AM - 1:30 PM, 2:00 - 6:00 PM
Sunday: 11:00 AM - 1:30 PM, 2:00 - 6:00 PM",establishment,ChIJ-wTvDcl_j4AR6aTm9O_DUII,culture
Berkeley Art Museum and Pacific Film Archive,"2155 Center St, Berkeley, CA 94720",Berkeley,California,United States of America,,One of the campus' museums with interesting exhibits and occasional film showings. Worth a visit if you are in the Downtown/Campus area.,"2155 Center St, Berkeley, CA 94720, USA",4.5,895.0,https://maps.google.com/?cid=16873726739869704312,37.8707356,-122.2664841,"Monday: Closed
Tuesday: Closed
Wednesday: 11:00 AM - 7:00 PM
Thursday: 11:00 AM - 7:00 PM
Friday: 11:00 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: 11:00 AM - 7:00 PM",art_gallery,ChIJB8EriZ1-hYAReKDxrhGFK-o,culture
Omnivore Books on Food,"3885 Cesar Chavez St, San Francisco, CA 94131",San Francisco,California,United States of America,,"A bookstore dedicated to food! Find all about cooking, plants, coffee or other drinks and have a chat with the very passionate owner.","3885 Cesar Chavez St, San Francisco, CA 94131, USA",4.9,266.0,https://maps.google.com/?cid=10073082414243482735,37.7476062,-122.4267609,"Monday: 11:00 AM - 6:00 PM
Tuesday: 11:00 AM - 6:00 PM
Wednesday: 11:00 AM - 6:00 PM
Thursday: 11:00 AM - 6:00 PM
Friday: 11:00 AM - 6:00 PM
Saturday: 11:00 AM - 6:00 PM
Sunday: 12:00 - 5:00 PM",book_store,ChIJ1QGwTWp-j4ARb4w3FhbHyos,culture
Bawarchi Rolls,Under Railway Overbridge,"Jhumri Tilaiya, Koderma",Jharkhand,India,,"The best Chicken roll in the whole world... I've had chicken rolls from hundreds of places, but this is definitely the best one.","10, Station Rd, Bawarchi, Jhumri Telaiya, Jharkhand 825409, India",3.3,36.0,https://maps.google.com/?cid=7765042094137648800,24.4353823,85.53124869999999,"Monday: 11:00 AM - 9:00 PM
Tuesday: 11:00 AM - 9:00 PM
Wednesday: 11:00 AM - 9:00 PM
Thursday: 11:00 AM - 9:00 PM
Friday: 11:00 AM - 9:00 PM
Saturday: 11:00 AM - 9:00 PM
Sunday: 11:00 AM - 9:00 PM",bakery,ChIJldKHopd08zkRoKYHx6T4wms,food
Malkam Cheruvu,Manikonda,Hyderabad,Telangana,India,,"Quiet and clean park with a lake to walk around, may catch a good sunset when not cloudy.","Malkam Cheruvu Rd, Manikonda, Hyderabad, Telangana, India",,,"https://maps.google.com/?q=Malkam+Cheruvu+Rd,+Manikonda,+Hyderabad,+Telangana,+India&ftid=0x3bcb96aaecc5b2e9:0xdd8b781f2f1a215b",17.4123901,78.3762687,,route,EjlNYWxrYW0gQ2hlcnV2dSBSZCwgTWFuaWtvbmRhLCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgnpssXsqpbLOxFbIRovH3iL3RIUChIJ97MvUyKUyzsR8SouPdD6k8c,other
Roast 24 Seven,Gachibowli,Hyderabad,Telangana,India,,"Coffee provided with all popular methods of coffee making, amazing taste.","42, 44, Sy no 18 & 19, Plot No: 25, behind Vyshnavi Cynosure, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032, India",4.5,6723.0,https://maps.google.com/?cid=14743928966464117332,17.4373126,78.3671708,"Monday: 6:00 AM - 1:00 AM
Tuesday: 6:00 AM - 1:00 AM
Wednesday: 6:00 AM - 1:00 AM
Thursday: 6:00 AM - 1:00 AM
Friday: 6:00 AM - 1:00 AM
Saturday: 6:00 AM - 1:00 AM
Sunday: 6:00 AM - 1:00 AM",cafe,ChIJmRdU_8KTyzsRVJqvP0f1nMw,coffee
The Coforge Public Library,Kothaguda,Hyderabad,Telangana,India,,"Well maintained public library with no gadgets, no external books allowed, just sit, read and enjoy silently. No fees required for entering and browsing books, only refundable deposit in case you want to borrow books. Absolutely refreshing as a third place.","The coforge Public library, Land Mark Residency, Kothaguda, Hyderabad, Telangana 500084, India",4.5,199.0,https://maps.google.com/?cid=13019510011764747352,17.4612766,78.3677263,"Monday: 9:00 AM - 8:00 PM
Tuesday: 9:00 AM - 8:00 PM
Wednesday: 9:00 AM - 8:00 PM
Thursday: 9:00 AM - 8:00 PM
Friday: 9:00 AM - 8:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 8:00 PM",establishment,ChIJAS3aLgCTyzsRWCzhGGCXrrQ,other
Broadway The Brewery,Jubilee Hills,Hyderabad,Telangana,India,,"Hands down the best brewery of Hyderabad, enjoyed it more for a day time drinking and vibes. You can never go wrong with the food, anything you order will be delicious - highlight-puffpastry base pizza- , needless to say beer is must try.","Rina Mandal Road, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033, India",4.3,10622.0,https://maps.google.com/?cid=6114398597934448005,17.4288156,78.4035214,"Monday: 12:00 - 11:30 PM
Tuesday: 12:00 - 11:30 PM
Wednesday: 12:00 - 11:30 PM
Thursday: 12:00 - 11:30 PM
Friday: 12:00 PM - 12:30 AM
Saturday: 12:00 PM - 12:30 AM
Sunday: 12:00 - 11:30 PM",establishment,ChIJ7Ytbpx2RyzsRhX0HHSG12lQ,other
10 Downing Street,Gachibowli,Hyderabad,Telangana,India,,"Nice pub with different settings whether you want loud music, quieter seating with a view, rooftop with screening or dance floor room. Experienced staff and food that has never disappointed.","133, Botanical Garden Rd, Jayabheri Enclave, Gachibowli, Hyderabad, Telangana 500032, India",4.2,6599.0,https://maps.google.com/?cid=14893666634314082409,17.4523348,78.3632756,"Monday: 12:00 - 11:30 PM
Tuesday: 12:00 - 11:30 PM
Wednesday: 12:00 - 11:30 PM
Thursday: 12:00 - 11:30 PM
Friday: 12:00 PM - 12:00 AM
Saturday: 12:00 PM - 12:00 AM
Sunday: 12:00 - 11:30 PM",bar,ChIJ5-joE8eTyzsRaehg1eTusM4,drinks
Karafa,"Hyderabad, Telangana, IND",Hyderabad,Telangana,India,,Both good coffee and good food,"Plot no 1182, Road No. 45 Jubilee Hills, Jubilee Hills, Hyderabad, Telangana 500033, India",4.4,1126.0,https://maps.google.com/?cid=3592144807931946867,17.4272943,78.40643,"Monday: 7:00 AM - 11:00 PM
Tuesday: 7:00 AM - 11:00 PM
Wednesday: 7:00 AM - 11:00 PM
Thursday: 7:00 AM - 11:00 PM
Friday: 7:00 AM - 11:00 PM
Saturday: 7:00 AM - 11:00 PM
Sunday: 7:00 AM - 11:00 PM",cafe,ChIJ28vip-mRyzsRcyeMuqvc2TE,coffee
True Black,Knowledge City,Hyderabad,Telangana,India,,Coffee place,"THE LOFT, Silpa Gram Craft Village, HITEC City, Hyderabad, Telangana 500032, India",4.4,500.0,https://maps.google.com/?cid=4323347363067860555,17.4323211,78.3825729,"Monday: 7:00 AM - 11:00 PM
Tuesday: 7:00 AM - 11:00 PM
Wednesday: 7:00 AM - 11:00 PM
Thursday: 7:00 AM - 11:00 PM
Friday: 7:00 AM - 11:00 PM
Saturday: 7:00 AM - 11:00 PM
Sunday: 7:00 AM - 11:00 PM",cafe,ChIJ77Hp9T2TyzsRSxZISIWd_zs,coffee
Yum Yum Tree,Madhapur,Hyderabad,Telangana,India,,Mandi and fried fish,"pillar no 1749, 1-10-54/A, opposite Krishe Sapphire Building, Deccan Plateau, Madhapur, Hyderabad, Telangana 500081, India",4.2,18071.0,https://maps.google.com/?cid=3262073794853801247,17.4425679,78.3880121,"Monday: 12:00 PM - 3:00 AM
Tuesday: 12:00 PM - 3:00 AM
Wednesday: 12:00 PM - 3:00 AM
Thursday: 12:00 PM - 3:00 AM
Friday: 12:00 PM - 3:00 AM
Saturday: 12:00 PM - 3:00 AM
Sunday: 12:00 PM - 3:00 AM",establishment,ChIJp-NtWF6RyzsRHw1fTdU2RS0,food
Archers Coffee,Sharjah,Sharjah,Sharjah,UAE,,Rated the top 100 roasters in the world. Amazing collection. Also the only place outside India that has Indian coffee beans. (Chikmanglur beans are speciality coffee's best kept secret.),Industrial Areas - Sharjah - United Arab Emirates,4.6,338.0,https://maps.google.com/?cid=3299891731002246113,25.2586495,55.5093009,"Monday: 10:00 AM - 7:00 PM
Tuesday: 10:00 AM - 7:00 PM
Wednesday: 10:00 AM - 7:00 PM
Thursday: 10:00 AM - 7:00 PM
Friday: 12:00 - 8:00 PM
Saturday: 10:00 AM - 7:00 PM
Sunday: 10:00 AM - 7:00 PM",cafe,ChIJu9r_Q7uL9T4R4UOjtwuSyy0,coffee
Toki,"Tapovan, Rishikesh",Rishikesh,Uttarakhand,India,Yes,Great hidden place with awesome coffee and delicious Cortado!,"Tapovan, Rishikesh, Uttarakhand 249192, India",,,"https://maps.google.com/?q=Toki,%20Toki%20O%20Clock,%20Toki%20Lane,%20opposite%20to%20Balaknath%20Temple,%20Tapovan,%20Rishikesh,%20Uttarakhand%20249192&ftid=0x39091739df7a97a5:0x50f16cd74c3d20ed&entry=gps&shh=CAE&lucs=,94297699,94284472,94231188,94280568,47071704,94218641,94282134,94286869&g_st=ic",30.1301868,78.3230559,,political,ChIJ4UpUcEUWCTkRbMsPrirGYnU,coffee
Beekend,"ROF Portico (First Floor-07, ROF Portico, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122003)",Gurugram,Haryana,India,Yes,Cozy Korean cafe with good korean food in aesthetically pleasing setting. Definitely try their Bibimbap.,"First Floor-07, ROF Portico, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122003, India",4.6,226.0,"https://www.google.com/maps/place/Beekend/@28.4531454,77.079733,17z/data=!3m1!4b1!4m6!3m5!1s0x390d19b363622fa9:0xb7a6fd5e3f38bf!8m2!3d28.4531407!4d77.0823079!16s%2Fg%2F11j_2f8bk_?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",28.4531407,77.0823079,"Monday: 10:00 AM - 10:00 PM
Tuesday: 10:00 AM - 10:00 PM
Wednesday: 10:00 AM - 10:00 PM
Thursday: 10:00 AM - 10:00 PM
Friday: 10:00 AM - 10:00 PM
Saturday: 10:00 AM - 10:00 PM
Sunday: 9:00 AM - 10:00 PM",cafe,ChIJqS9iY7MZDTkRvzg_Xv2mtwA,coffee
